Date,Reform,EKRE,Centre,E200,SDE,Isamaa,VL,Koos,PP,Greens,ERK,Free,EÜRP,Res Publica,Coalition
31-Jul-16,23.59%,13.65%,23.70%,,13.82%,6.03%,,,,2.14%,,11.41%,,,
01-Aug-16,23.61%,13.65%,23.70%,,13.82%,6.03%,,,,2.15%,,11.39%,,,
02-Aug-16,23.62%,13.65%,23.71%,,13.82%,6.03%,,,,2.16%,,11.38%,,,
03-Aug-16,23.64%,13.65%,23.71%,,13.82%,6.04%,,,,2.17%,,11.37%,,,
04-Aug-16,23.65%,13.65%,23.71%,,13.82%,6.04%,,,,2.18%,,11.36%,,,
05-Aug-16,23.66%,13.65%,23.72%,,13.83%,6.04%,,,,2.19%,,11.36%,,,
06-Aug-16,23.68%,13.65%,23.72%,,13.83%,6.05%,,,,2.20%,,11.35%,,,
07-Aug-16,23.69%,13.65%,23.73%,,13.84%,6.06%,,,,2.21%,,11.35%,,,
08-Aug-16,23.70%,13.65%,23.73%,,13.84%,6.06%,,,,2.22%,,11.35%,,,
09-Aug-16,23.71%,13.65%,23.73%,,13.85%,6.07%,,,,2.23%,,11.35%,,,
10-Aug-16,23.72%,13.65%,23.73%,,13.86%,6.08%,,,,2.24%,,11.35%,,,
11-Aug-16,23.73%,13.65%,23.74%,,13.87%,6.09%,,,,2.25%,,11.35%,,,
12-Aug-16,23.75%,13.65%,23.74%,,13.88%,6.10%,,,,2.26%,,11.35%,,,
13-Aug-16,23.76%,13.64%,23.74%,,13.89%,6.11%,,,,2.27%,,11.36%,,,
14-Aug-16,23.78%,13.64%,23.75%,,13.90%,6.12%,,,,2.28%,,11.36%,,,
15-Aug-16,23.76%,13.62%,23.76%,,13.94%,6.09%,,,,2.22%,,11.32%,,,
16-Aug-16,23.87%,13.59%,23.74%,,14.00%,6.13%,,,,2.20%,,11.22%,,,
17-Aug-16,23.99%,13.56%,23.73%,,14.06%,6.16%,,,,2.18%,,11.13%,,,
18-Aug-16,24.10%,13.53%,23.71%,,14.11%,6.20%,,,,2.17%,,11.04%,,,
19-Aug-16,24.21%,13.49%,23.70%,,14.17%,6.24%,,,,2.15%,,10.95%,,,
20-Aug-16,24.32%,13.46%,23.68%,,14.23%,6.28%,,,,2.13%,,10.85%,,,
21-Aug-16,24.44%,13.43%,23.67%,,14.29%,6.31%,,,,2.11%,,10.76%,,,
22-Aug-16,24.55%,13.40%,23.65%,,14.35%,6.35%,,,,2.09%,,10.66%,,,
23-Aug-16,24.66%,13.36%,23.64%,,14.41%,6.39%,,,,2.07%,,10.57%,,,
24-Aug-16,24.78%,13.33%,23.62%,,14.47%,6.42%,,,,2.05%,,10.47%,,,
25-Aug-16,24.89%,13.30%,23.61%,,14.53%,6.46%,,,,2.02%,,10.37%,,,
26-Aug-16,25.00%,13.27%,23.59%,,14.58%,6.49%,,,,2.00%,,10.28%,,,
27-Aug-16,25.12%,13.23%,23.57%,,14.64%,6.53%,,,,1.97%,,10.18%,,,
28-Aug-16,25.23%,13.20%,23.56%,,14.70%,6.56%,,,,1.95%,,10.08%,,,
29-Aug-16,25.34%,13.17%,23.54%,,14.75%,6.59%,,,,1.92%,,9.98%,,,
30-Aug-16,25.48%,13.16%,23.51%,,14.77%,6.66%,,,,1.97%,,9.92%,,,
31-Aug-16,25.49%,13.15%,23.51%,,14.78%,6.67%,,,,1.97%,,9.91%,,,
01-Sep-16,25.51%,13.15%,23.51%,,14.79%,6.67%,,,,1.97%,,9.90%,,,
02-Sep-16,25.52%,13.15%,23.51%,,14.80%,6.68%,,,,1.97%,,9.89%,,,
03-Sep-16,25.53%,13.14%,23.51%,,14.80%,6.68%,,,,1.96%,,9.88%,,,
04-Sep-16,25.54%,13.14%,23.50%,,14.81%,6.69%,,,,1.96%,,9.87%,,,
05-Sep-16,25.55%,13.14%,23.50%,,14.81%,6.69%,,,,1.96%,,9.86%,,,
06-Sep-16,25.56%,13.13%,23.50%,,14.82%,6.69%,,,,1.96%,,9.85%,,,
07-Sep-16,25.57%,13.13%,23.50%,,14.82%,6.69%,,,,1.95%,,9.84%,,,
08-Sep-16,25.58%,13.13%,23.49%,,14.83%,6.69%,,,,1.95%,,9.83%,,,
09-Sep-16,25.60%,13.12%,23.49%,,14.84%,6.70%,,,,1.94%,,9.82%,,,
10-Sep-16,25.61%,13.12%,23.49%,,14.84%,6.70%,,,,1.94%,,9.81%,,,
11-Sep-16,25.62%,13.12%,23.48%,,14.85%,6.70%,,,,1.93%,,9.79%,,,
12-Sep-16,25.63%,13.11%,23.48%,,14.85%,6.70%,,,,1.93%,,9.78%,,,
13-Sep-16,25.64%,13.11%,23.48%,,14.86%,6.71%,,,,1.92%,,9.77%,,,
14-Sep-16,25.66%,13.10%,23.47%,,14.87%,6.71%,,,,1.92%,,9.75%,,,
15-Sep-16,25.65%,13.03%,23.53%,,14.80%,6.72%,,,,1.87%,,9.72%,,,
16-Sep-16,25.57%,12.98%,23.49%,,14.86%,6.77%,,,,1.88%,,9.75%,,,
17-Sep-16,25.49%,12.92%,23.45%,,14.91%,6.83%,,,,1.90%,,9.78%,,,
18-Sep-16,25.40%,12.87%,23.40%,,14.96%,6.89%,,,,1.91%,,9.81%,,,
19-Sep-16,25.32%,12.82%,23.36%,,15.02%,6.95%,,,,1.92%,,9.84%,,,
20-Sep-16,25.23%,12.76%,23.32%,,15.07%,7.01%,,,,1.94%,,9.87%,,,
21-Sep-16,25.14%,12.71%,23.28%,,15.12%,7.07%,,,,1.95%,,9.90%,,,
22-Sep-16,25.06%,12.65%,23.24%,,15.18%,7.13%,,,,1.96%,,9.94%,,,
23-Sep-16,24.97%,12.60%,23.19%,,15.23%,7.19%,,,,1.98%,,9.97%,,,
24-Sep-16,24.88%,12.54%,23.15%,,15.29%,7.25%,,,,1.99%,,10.00%,,,
25-Sep-16,24.78%,12.48%,23.11%,,15.34%,7.31%,,,,2.01%,,10.04%,,,
26-Sep-16,24.69%,12.43%,23.07%,,15.39%,7.37%,,,,2.02%,,10.07%,,,
27-Sep-16,24.60%,12.37%,23.03%,,15.45%,7.43%,,,,2.04%,,10.11%,,,
28-Sep-16,24.50%,12.32%,22.98%,,15.50%,7.49%,,,,2.06%,,10.15%,,,
29-Sep-16,24.40%,12.26%,22.94%,,15.55%,7.55%,,,,2.08%,,10.19%,,,
30-Sep-16,24.32%,12.28%,22.84%,,15.67%,7.60%,,,,2.14%,,10.24%,,,
01-Oct-16,24.32%,12.27%,22.84%,,15.67%,7.61%,,,,2.14%,,10.24%,,,
02-Oct-16,24.31%,12.27%,22.84%,,15.68%,7.62%,,,,2.14%,,10.24%,,,
03-Oct-16,24.31%,12.27%,22.83%,,15.68%,7.62%,,,,2.13%,,10.24%,,,
04-Oct-16,24.31%,12.26%,22.83%,,15.69%,7.62%,,,,2.14%,,10.24%,,,
05-Oct-16,24.30%,12.26%,22.83%,,15.69%,7.63%,,,,2.14%,,10.24%,,,
06-Oct-16,24.30%,12.25%,22.83%,,15.69%,7.63%,,,,2.14%,,10.24%,,,
07-Oct-16,24.29%,12.25%,22.82%,,15.70%,7.64%,,,,2.14%,,10.24%,,,
08-Oct-16,24.29%,12.25%,22.82%,,15.70%,7.64%,,,,2.14%,,10.24%,,,
09-Oct-16,24.28%,12.25%,22.82%,,15.70%,7.64%,,,,2.14%,,10.25%,,,
10-Oct-16,24.28%,12.24%,22.82%,,15.70%,7.64%,,,,2.14%,,10.25%,,,
11-Oct-16,24.27%,12.24%,22.82%,,15.70%,7.65%,,,,2.14%,,10.25%,,,
12-Oct-16,24.27%,12.24%,22.82%,,15.71%,7.65%,,,,2.14%,,10.25%,,,
13-Oct-16,24.26%,12.24%,22.81%,,15.71%,7.65%,,,,2.14%,,10.26%,,,
14-Oct-16,24.26%,12.24%,22.81%,,15.71%,7.65%,,,,2.14%,,10.26%,,,
15-Oct-16,24.27%,12.19%,22.87%,,15.65%,7.65%,,,,2.11%,,10.24%,,,
16-Oct-16,24.23%,12.12%,22.95%,,15.62%,7.65%,,,,2.10%,,10.31%,,,
17-Oct-16,24.19%,12.05%,23.03%,,15.60%,7.65%,,,,2.09%,,10.39%,,,
18-Oct-16,24.16%,11.97%,23.11%,,15.58%,7.65%,,,,2.07%,,10.46%,,,
19-Oct-16,24.12%,11.90%,23.20%,,15.55%,7.65%,,,,2.06%,,10.54%,,,
20-Oct-16,24.08%,11.82%,23.28%,,15.53%,7.65%,,,,2.05%,,10.62%,,,
21-Oct-16,24.04%,11.75%,23.36%,,15.51%,7.65%,,,,2.04%,,10.69%,,,
22-Oct-16,24.01%,11.67%,23.45%,,15.49%,7.65%,,,,2.03%,,10.77%,,,
23-Oct-16,23.97%,11.60%,23.53%,,15.46%,7.64%,,,,2.02%,,10.85%,,,
24-Oct-16,23.93%,11.52%,23.62%,,15.44%,7.64%,,,,2.01%,,10.93%,,,
25-Oct-16,23.89%,11.45%,23.70%,,15.41%,7.64%,,,,1.99%,,11.00%,,,
26-Oct-16,23.86%,11.37%,23.79%,,15.39%,7.64%,,,,1.98%,,11.08%,,,
27-Oct-16,23.82%,11.29%,23.87%,,15.37%,7.64%,,,,1.97%,,11.16%,,,
28-Oct-16,23.78%,11.22%,23.96%,,15.34%,7.64%,,,,1.96%,,11.24%,,,
29-Oct-16,23.74%,11.14%,24.05%,,15.32%,7.64%,,,,1.95%,,11.32%,,,
30-Oct-16,23.69%,11.10%,24.08%,,15.36%,7.65%,,,,1.97%,,11.42%,,,
31-Oct-16,23.68%,11.09%,24.08%,,15.36%,7.66%,,,,1.98%,,11.43%,,,
01-Nov-16,23.67%,11.08%,24.09%,,15.36%,7.66%,,,,1.98%,,11.44%,,,
02-Nov-16,23.67%,11.08%,24.10%,,15.36%,7.66%,,,,1.98%,,11.45%,,,
03-Nov-16,23.66%,11.07%,24.10%,,15.36%,7.66%,,,,1.98%,,11.46%,,,
04-Nov-16,23.65%,11.06%,24.11%,,15.36%,7.67%,,,,1.98%,,11.47%,,,
05-Nov-16,23.64%,11.05%,24.11%,,15.36%,7.67%,,,,1.98%,,11.48%,,,
06-Nov-16,23.63%,11.04%,24.12%,,15.36%,7.67%,,,,1.98%,,11.49%,,,
07-Nov-16,23.62%,11.03%,24.13%,,15.36%,7.68%,,,,1.98%,,11.50%,,,
08-Nov-16,23.61%,11.02%,24.13%,,15.36%,7.68%,,,,1.98%,,11.51%,,,
09-Nov-16,23.60%,11.01%,24.14%,,15.36%,7.68%,,,,1.98%,,11.52%,,,
10-Nov-16,23.59%,10.99%,24.15%,,15.36%,7.69%,,,,1.98%,,11.54%,,,
11-Nov-16,23.58%,10.98%,24.16%,,15.36%,7.69%,,,,1.98%,,11.55%,,,
12-Nov-16,23.57%,10.97%,24.16%,,15.36%,7.69%,,,,1.98%,,11.56%,,,
13-Nov-16,23.56%,10.96%,24.17%,,15.36%,7.70%,,,,1.98%,,11.58%,,,
14-Nov-16,23.55%,10.94%,24.18%,,15.36%,7.70%,,,,1.98%,,11.59%,,,
15-Nov-16,23.49%,10.95%,24.27%,,15.32%,7.73%,,,,1.95%,,11.56%,,,
16-Nov-16,23.44%,10.94%,24.34%,,15.36%,7.77%,,,,1.94%,,11.53%,,,
17-Nov-16,23.39%,10.92%,24.40%,,15.40%,7.81%,,,,1.93%,,11.49%,,,
18-Nov-16,23.33%,10.91%,24.47%,,15.43%,7.86%,,,,1.93%,,11.46%,,,
19-Nov-16,23.28%,10.89%,24.53%,,15.47%,7.90%,,,,1.92%,,11.43%,,,
20-Nov-16,23.23%,10.88%,24.60%,,15.51%,7.95%,,,,1.91%,,11.39%,,,
21-Nov-16,23.17%,10.86%,24.67%,,15.55%,7.99%,,,,1.91%,,11.36%,,,
22-Nov-16,23.12%,10.85%,24.73%,,15.59%,8.04%,,,,1.90%,,11.32%,,,
23-Nov-16,23.07%,10.84%,24.80%,,15.63%,8.08%,,,,1.89%,,11.29%,,,
24-Nov-16,23.01%,10.82%,24.87%,,15.67%,8.13%,,,,1.89%,,11.25%,,,
25-Nov-16,22.96%,10.81%,24.94%,,15.71%,8.18%,,,,1.88%,,11.21%,,,
26-Nov-16,22.90%,10.80%,25.01%,,15.75%,8.22%,,,,1.87%,,11.17%,,,
27-Nov-16,22.85%,10.78%,25.08%,,15.79%,8.27%,,,,1.87%,,11.13%,,,
28-Nov-16,22.80%,10.77%,25.15%,,15.83%,8.31%,,,,1.86%,,11.09%,,,
29-Nov-16,22.75%,10.76%,25.22%,,15.87%,8.36%,,,,1.85%,,11.05%,,,
30-Nov-16,22.74%,10.74%,25.20%,,15.95%,8.38%,,,,1.88%,,11.05%,,,
01-Dec-16,22.73%,10.73%,25.22%,,15.95%,8.39%,,,,1.88%,,11.05%,,,
02-Dec-16,22.72%,10.72%,25.23%,,15.95%,8.39%,,,,1.88%,,11.06%,,,
03-Dec-16,22.71%,10.71%,25.24%,,15.96%,8.40%,,,,1.87%,,11.06%,,,
04-Dec-16,22.70%,10.71%,25.26%,,15.96%,8.40%,,,,1.87%,,11.06%,,,
05-Dec-16,22.69%,10.70%,25.27%,,15.96%,8.41%,,,,1.87%,,11.06%,,,
06-Dec-16,22.69%,10.70%,25.28%,,15.97%,8.41%,,,,1.87%,,11.06%,,,
07-Dec-16,22.68%,10.69%,25.29%,,15.97%,8.41%,,,,1.87%,,11.06%,,,
08-Dec-16,22.67%,10.69%,25.31%,,15.97%,8.42%,,,,1.86%,,11.06%,,,
09-Dec-16,22.67%,10.68%,25.32%,,15.97%,8.42%,,,,1.86%,,11.06%,,,
10-Dec-16,22.67%,10.68%,25.33%,,15.98%,8.42%,,,,1.86%,,11.05%,,,
11-Dec-16,22.66%,10.68%,25.35%,,15.98%,8.43%,,,,1.86%,,11.05%,,,
12-Dec-16,22.66%,10.67%,25.36%,,15.98%,8.43%,,,,1.86%,,11.05%,,,
13-Dec-16,22.65%,10.67%,25.38%,,15.98%,8.43%,,,,1.85%,,11.05%,,,
14-Dec-16,22.65%,10.67%,25.39%,,15.98%,8.44%,,,,1.85%,,11.04%,,,
15-Dec-16,22.60%,10.62%,25.52%,,15.97%,8.43%,,,,1.84%,,10.96%,,,
16-Dec-16,22.57%,10.59%,25.62%,,16.01%,8.41%,,,,1.86%,,10.84%,,,
17-Dec-16,22.54%,10.56%,25.73%,,16.06%,8.38%,,,,1.89%,,10.72%,,,
18-Dec-16,22.51%,10.52%,25.84%,,16.10%,8.35%,,,,1.92%,,10.59%,,,
19-Dec-16,22.47%,10.49%,25.95%,,16.15%,8.32%,,,,1.94%,,10.47%,,,
20-Dec-16,22.44%,10.46%,26.06%,,16.19%,8.29%,,,,1.97%,,10.34%,,,
21-Dec-16,22.41%,10.43%,26.17%,,16.24%,8.26%,,,,2.00%,,10.22%,,,
22-Dec-16,22.38%,10.40%,26.28%,,16.29%,8.23%,,,,2.03%,,10.09%,,,
23-Dec-16,22.35%,10.37%,26.39%,,16.33%,8.20%,,,,2.06%,,9.96%,,,
24-Dec-16,22.31%,10.33%,26.50%,,16.38%,8.17%,,,,2.08%,,9.83%,,,
25-Dec-16,22.28%,10.30%,26.62%,,16.43%,8.13%,,,,2.11%,,9.70%,,,
26-Dec-16,22.25%,10.27%,26.73%,,16.48%,8.10%,,,,2.14%,,9.57%,,,
27-Dec-16,22.22%,10.23%,26.84%,,16.53%,8.07%,,,,2.17%,,9.44%,,,
28-Dec-16,22.18%,10.20%,26.95%,,16.57%,8.04%,,,,2.20%,,9.30%,,,
29-Dec-16,22.15%,10.17%,27.07%,,16.62%,8.00%,,,,2.23%,,9.17%,,,
30-Dec-16,22.16%,10.18%,27.07%,,16.69%,7.98%,,,,2.28%,,9.12%,,,
31-Dec-16,22.16%,10.18%,27.09%,,16.70%,7.98%,,,,2.28%,,9.10%,,,
01-Jan-17,22.15%,10.17%,27.11%,,16.70%,7.98%,,,,2.28%,,9.08%,,,
02-Jan-17,22.15%,10.17%,27.12%,,16.71%,7.97%,,,,2.28%,,9.06%,,,
03-Jan-17,22.14%,10.17%,27.14%,,16.72%,7.97%,,,,2.29%,,9.04%,,,
04-Jan-17,22.13%,10.16%,27.16%,,16.73%,7.97%,,,,2.29%,,9.03%,,,
05-Jan-17,22.13%,10.16%,27.17%,,16.74%,7.97%,,,,2.29%,,9.01%,,,
06-Jan-17,22.12%,10.16%,27.19%,,16.74%,7.97%,,,,2.30%,,8.99%,,,
07-Jan-17,22.12%,10.16%,27.20%,,16.75%,7.97%,,,,2.30%,,8.97%,,,
08-Jan-17,22.11%,10.15%,27.21%,,16.76%,7.97%,,,,2.30%,,8.95%,,,
09-Jan-17,22.11%,10.15%,27.23%,,16.77%,7.97%,,,,2.31%,,8.93%,,,
10-Jan-17,22.10%,10.15%,27.24%,,16.78%,7.97%,,,,2.31%,,8.91%,,,
11-Jan-17,22.09%,10.15%,27.25%,,16.79%,7.97%,,,,2.32%,,8.89%,,,
12-Jan-17,22.09%,10.15%,27.26%,,16.80%,7.97%,,,,2.32%,,8.86%,,,
13-Jan-17,22.08%,10.15%,27.27%,,16.81%,7.97%,,,,2.32%,,8.84%,,,
14-Jan-17,22.08%,10.15%,27.29%,,16.82%,7.97%,,,,2.33%,,8.82%,,,
15-Jan-17,22.07%,10.15%,27.30%,,16.84%,7.96%,,,,2.33%,,8.79%,,,
16-Jan-17,22.06%,10.15%,27.32%,,16.85%,7.96%,,,,2.34%,,8.77%,,,
17-Jan-17,22.05%,10.15%,27.33%,,16.86%,7.96%,,,,2.35%,,8.74%,,,
18-Jan-17,22.05%,10.14%,27.35%,,16.88%,7.96%,,,,2.35%,,8.71%,,,
19-Jan-17,22.04%,10.14%,27.37%,,16.89%,7.96%,,,,2.36%,,8.68%,,,
20-Jan-17,22.03%,10.14%,27.38%,,16.91%,7.96%,,,,2.36%,,8.65%,,,
21-Jan-17,22.02%,10.14%,27.40%,,16.92%,7.96%,,,,2.37%,,8.61%,,,
22-Jan-17,22.01%,10.14%,27.42%,,16.94%,7.96%,,,,2.38%,,8.58%,,,
23-Jan-17,22.00%,10.14%,27.44%,,16.96%,7.96%,,,,2.39%,,8.54%,,,
24-Jan-17,21.99%,10.14%,27.46%,,16.97%,7.96%,,,,2.39%,,8.50%,,,
25-Jan-17,21.98%,10.13%,27.48%,,16.99%,7.95%,,,,2.40%,,8.47%,,,
26-Jan-17,21.97%,10.13%,27.51%,,17.01%,7.95%,,,,2.41%,,8.43%,,,
27-Jan-17,21.96%,10.13%,27.53%,,17.02%,7.95%,,,,2.41%,,8.39%,,,
28-Jan-17,21.95%,10.13%,27.54%,,17.04%,7.95%,,,,2.42%,,8.36%,,,
29-Jan-17,21.95%,10.12%,27.56%,,17.05%,7.94%,,,,2.43%,,8.33%,,,
30-Jan-17,21.94%,10.12%,27.58%,,17.06%,7.94%,,,,2.43%,,8.29%,,,
31-Jan-17,22.00%,10.09%,27.68%,,16.91%,7.89%,,,,2.41%,,8.24%,,,
01-Feb-17,22.07%,10.06%,27.77%,,16.75%,7.84%,,,,2.38%,,8.18%,,,
02-Feb-17,22.14%,10.04%,27.86%,,16.60%,7.79%,,,,2.35%,,8.13%,,,
03-Feb-17,22.21%,10.01%,27.96%,,16.43%,7.74%,,,,2.32%,,8.08%,,,
04-Feb-17,22.28%,9.98%,28.05%,,16.27%,7.69%,,,,2.29%,,8.03%,,,
05-Feb-17,22.35%,9.94%,28.15%,,16.10%,7.64%,,,,2.26%,,7.98%,,,
06-Feb-17,22.43%,9.91%,28.24%,,15.93%,7.58%,,,,2.22%,,7.94%,,,
07-Feb-17,22.50%,9.88%,28.33%,,15.75%,7.53%,,,,2.19%,,7.90%,,,
08-Feb-17,22.58%,9.85%,28.43%,,15.58%,7.48%,,,,2.16%,,7.86%,,,
09-Feb-17,22.66%,9.82%,28.52%,,15.40%,7.42%,,,,2.12%,,7.82%,,,
10-Feb-17,22.74%,9.78%,28.62%,,15.21%,7.36%,,,,2.09%,,7.77%,,,
11-Feb-17,22.82%,9.75%,28.71%,,15.03%,7.31%,,,,2.06%,,7.73%,,,
12-Feb-17,22.90%,9.72%,28.81%,,14.84%,7.25%,,,,2.02%,,7.69%,,,
13-Feb-17,22.99%,9.68%,28.91%,,14.65%,7.19%,,,,1.98%,,7.65%,,,
14-Feb-17,23.07%,9.65%,29.02%,,14.45%,7.13%,,,,1.95%,,7.60%,,,
15-Feb-17,23.14%,9.73%,28.98%,,14.47%,7.11%,,,,1.95%,,7.65%,,,
16-Feb-17,23.19%,9.80%,28.96%,,14.42%,7.10%,,,,1.95%,,7.70%,,,
17-Feb-17,23.24%,9.88%,28.93%,,14.36%,7.08%,,,,1.95%,,7.74%,,,
18-Feb-17,23.29%,9.95%,28.90%,,14.30%,7.06%,,,,1.95%,,7.79%,,,
19-Feb-17,23.34%,10.02%,28.88%,,14.25%,7.05%,,,,1.95%,,7.84%,,,
20-Feb-17,23.39%,10.10%,28.85%,,14.19%,7.03%,,,,1.95%,,7.89%,,,
21-Feb-17,23.44%,10.17%,28.82%,,14.13%,7.01%,,,,1.95%,,7.93%,,,
22-Feb-17,23.49%,10.25%,28.79%,,14.08%,7.00%,,,,1.95%,,7.98%,,,
23-Feb-17,23.55%,10.32%,28.76%,,14.02%,6.98%,,,,1.95%,,8.03%,,,
24-Feb-17,23.60%,10.40%,28.73%,,13.96%,6.97%,,,,1.95%,,8.08%,,,
25-Feb-17,23.65%,10.48%,28.70%,,13.90%,6.95%,,,,1.95%,,8.14%,,,
26-Feb-17,23.70%,10.56%,28.66%,,13.85%,6.94%,,,,1.95%,,8.19%,,,
27-Feb-17,23.75%,10.64%,28.62%,,13.80%,6.93%,,,,1.95%,,8.25%,,,
28-Feb-17,23.80%,10.73%,28.58%,,13.75%,6.92%,,,,1.95%,,8.31%,,,
01-Mar-17,23.85%,10.81%,28.54%,,13.70%,6.91%,,,,1.95%,,8.37%,,,
02-Mar-17,23.85%,10.80%,28.56%,,13.60%,6.90%,,,,1.95%,,8.36%,,,
03-Mar-17,23.87%,10.81%,28.57%,,13.57%,6.89%,,,,1.95%,,8.36%,,,
04-Mar-17,23.88%,10.81%,28.57%,,13.55%,6.89%,,,,1.94%,,8.36%,,,
05-Mar-17,23.89%,10.82%,28.58%,,13.53%,6.88%,,,,1.94%,,8.37%,,,
06-Mar-17,23.90%,10.83%,28.58%,,13.50%,6.87%,,,,1.94%,,8.37%,,,
07-Mar-17,23.92%,10.83%,28.59%,,13.48%,6.87%,,,,1.93%,,8.37%,,,
08-Mar-17,23.93%,10.84%,28.59%,,13.46%,6.86%,,,,1.93%,,8.38%,,,
09-Mar-17,23.94%,10.85%,28.59%,,13.44%,6.86%,,,,1.93%,,8.38%,,,
10-Mar-17,23.95%,10.85%,28.59%,,13.42%,6.86%,,,,1.92%,,8.39%,,,
11-Mar-17,23.96%,10.86%,28.59%,,13.40%,6.85%,,,,1.92%,,8.40%,,,
12-Mar-17,23.98%,10.87%,28.59%,,13.38%,6.85%,,,,1.91%,,8.40%,,,
13-Mar-17,24.03%,10.95%,28.55%,,13.40%,6.83%,,,,1.91%,,8.45%,,,
14-Mar-17,24.09%,10.97%,28.53%,,13.38%,6.81%,,,,1.92%,,8.46%,,,
15-Mar-17,24.15%,11.00%,28.50%,,13.36%,6.80%,,,,1.94%,,8.48%,,,
16-Mar-17,24.21%,11.02%,28.48%,,13.35%,6.78%,,,,1.95%,,8.50%,,,
17-Mar-17,24.28%,11.05%,28.45%,,13.33%,6.76%,,,,1.96%,,8.52%,,,
18-Mar-17,24.34%,11.08%,28.43%,,13.31%,6.75%,,,,1.98%,,8.53%,,,
19-Mar-17,24.40%,11.10%,28.40%,,13.30%,6.73%,,,,1.99%,,8.55%,,,
20-Mar-17,24.46%,11.13%,28.37%,,13.28%,6.72%,,,,2.00%,,8.57%,,,
21-Mar-17,24.52%,11.16%,28.35%,,13.27%,6.70%,,,,2.02%,,8.58%,,,
22-Mar-17,24.59%,11.18%,28.32%,,13.25%,6.68%,,,,2.03%,,8.60%,,,
23-Mar-17,24.65%,11.21%,28.30%,,13.24%,6.67%,,,,2.05%,,8.62%,,,
24-Mar-17,24.71%,11.24%,28.27%,,13.22%,6.65%,,,,2.06%,,8.64%,,,
25-Mar-17,24.77%,11.27%,28.24%,,13.21%,6.63%,,,,2.07%,,8.65%,,,
26-Mar-17,24.84%,11.29%,28.22%,,13.19%,6.62%,,,,2.09%,,8.67%,,,
27-Mar-17,24.90%,11.32%,28.19%,,13.18%,6.60%,,,,2.10%,,8.69%,,,
28-Mar-17,24.92%,11.27%,28.20%,,13.13%,6.60%,,,,2.12%,,8.67%,,,
29-Mar-17,24.93%,11.28%,28.20%,,13.11%,6.60%,,,,2.11%,,8.67%,,,
30-Mar-17,24.94%,11.29%,28.19%,,13.10%,6.60%,,,,2.11%,,8.68%,,,
31-Mar-17,24.95%,11.29%,28.19%,,13.09%,6.59%,,,,2.11%,,8.69%,,,
01-Apr-17,24.96%,11.30%,28.19%,,13.08%,6.59%,,,,2.11%,,8.69%,,,
02-Apr-17,24.97%,11.31%,28.19%,,13.07%,6.59%,,,,2.11%,,8.70%,,,
03-Apr-17,24.98%,11.31%,28.18%,,13.06%,6.59%,,,,2.11%,,8.70%,,,
04-Apr-17,24.99%,11.32%,28.18%,,13.05%,6.59%,,,,2.11%,,8.71%,,,
05-Apr-17,25.00%,11.32%,28.18%,,13.05%,6.58%,,,,2.11%,,8.71%,,,
06-Apr-17,25.00%,11.32%,28.18%,,13.04%,6.58%,,,,2.11%,,8.71%,,,
07-Apr-17,25.01%,11.33%,28.17%,,13.04%,6.58%,,,,2.11%,,8.71%,,,
08-Apr-17,25.01%,11.33%,28.17%,,13.04%,6.58%,,,,2.11%,,8.72%,,,
09-Apr-17,25.01%,11.33%,28.17%,,13.04%,6.58%,,,,2.12%,,8.72%,,,
10-Apr-17,24.93%,11.36%,28.19%,,13.01%,6.60%,,,,2.11%,,8.69%,,,
11-Apr-17,24.86%,11.39%,28.22%,,12.98%,6.63%,,,,2.11%,,8.67%,,,
12-Apr-17,24.78%,11.42%,28.25%,,12.95%,6.65%,,,,2.11%,,8.64%,,,
13-Apr-17,24.70%,11.45%,28.27%,,12.92%,6.67%,,,,2.11%,,8.61%,,,
14-Apr-17,24.62%,11.48%,28.30%,,12.89%,6.70%,,,,2.11%,,8.59%,,,
15-Apr-17,24.56%,11.55%,28.26%,,12.91%,6.68%,,,,2.17%,,8.61%,,,
16-Apr-17,24.50%,11.62%,28.23%,,12.92%,6.67%,,,,2.22%,,8.63%,,,
17-Apr-17,24.44%,11.69%,28.19%,,12.93%,6.66%,,,,2.27%,,8.65%,,,
18-Apr-17,24.38%,11.76%,28.15%,,12.95%,6.65%,,,,2.32%,,8.67%,,,
19-Apr-17,24.32%,11.83%,28.11%,,12.96%,6.64%,,,,2.38%,,8.69%,,,
20-Apr-17,24.26%,11.90%,28.07%,,12.97%,6.63%,,,,2.43%,,8.72%,,,
21-Apr-17,24.20%,11.97%,28.03%,,12.99%,6.61%,,,,2.48%,,8.74%,,,
22-Apr-17,24.13%,12.04%,27.99%,,13.00%,6.60%,,,,2.54%,,8.76%,,,
23-Apr-17,24.07%,12.12%,27.96%,,13.01%,6.59%,,,,2.59%,,8.78%,,,
24-Apr-17,24.01%,12.19%,27.92%,,13.03%,6.58%,,,,2.65%,,8.81%,,,
25-Apr-17,24.03%,12.24%,27.85%,,13.07%,6.54%,,,,2.71%,,8.86%,,,
26-Apr-17,24.04%,12.29%,27.78%,,13.12%,6.51%,,,,2.76%,,8.91%,,,
27-Apr-17,24.06%,12.34%,27.71%,,13.17%,6.47%,,,,2.82%,,8.96%,,,
28-Apr-17,24.08%,12.38%,27.64%,,13.21%,6.43%,,,,2.88%,,9.01%,,,
29-Apr-17,24.10%,12.43%,27.56%,,13.26%,6.40%,,,,2.94%,,9.06%,,,
