Date,Reform,EKRE,Centre,E200,SDE,Isamaa,VL,Koos,PP,Greens,ERK,Free,EÜRP,Res Publica,Coalition
30-Apr-17,24.09%,12.44%,27.56%,,13.27%,6.40%,,,,2.95%,,9.07%,,,
01-May-17,24.09%,12.45%,27.55%,,13.27%,6.40%,,,,2.96%,,9.07%,,,
02-May-17,24.08%,12.46%,27.54%,,13.28%,6.39%,,,,2.96%,,9.08%,,,
03-May-17,24.08%,12.48%,27.53%,,13.28%,6.39%,,,,2.97%,,9.08%,,,
04-May-17,24.07%,12.49%,27.52%,,13.29%,6.39%,,,,2.98%,,9.08%,,,
05-May-17,24.07%,12.50%,27.51%,,13.29%,6.39%,,,,2.99%,,9.09%,,,
06-May-17,24.06%,12.51%,27.50%,,13.30%,6.39%,,,,3.00%,,9.09%,,,
07-May-17,24.06%,12.52%,27.49%,,13.31%,6.38%,,,,3.01%,,9.10%,,,
08-May-17,24.05%,12.54%,27.48%,,13.31%,6.38%,,,,3.02%,,9.10%,,,
09-May-17,24.06%,12.57%,27.45%,,13.30%,6.34%,,,,3.03%,,9.09%,,,
10-May-17,24.07%,12.61%,27.42%,,13.28%,6.30%,,,,3.04%,,9.08%,,,
11-May-17,24.08%,12.64%,27.38%,,13.27%,6.26%,,,,3.05%,,9.07%,,,
12-May-17,24.09%,12.68%,27.35%,,13.25%,6.22%,,,,3.06%,,9.05%,,,
13-May-17,24.10%,12.71%,27.32%,,13.24%,6.18%,,,,3.07%,,9.04%,,,
14-May-17,24.11%,12.75%,27.29%,,13.22%,6.14%,,,,3.08%,,9.03%,,,
15-May-17,24.12%,12.79%,27.25%,,13.20%,6.10%,,,,3.09%,,9.01%,,,
16-May-17,24.13%,12.82%,27.22%,,13.19%,6.06%,,,,3.10%,,9.00%,,,
17-May-17,24.14%,12.86%,27.19%,,13.17%,6.01%,,,,3.10%,,8.98%,,,
18-May-17,24.22%,12.90%,27.05%,,13.24%,5.97%,,,,3.12%,,8.99%,,,
19-May-17,24.29%,12.94%,26.92%,,13.31%,5.92%,,,,3.14%,,8.99%,,,
20-May-17,24.37%,12.98%,26.79%,,13.38%,5.87%,,,,3.16%,,8.99%,,,
21-May-17,24.45%,13.02%,26.65%,,13.46%,5.83%,,,,3.18%,,9.00%,,,
22-May-17,24.51%,13.06%,26.51%,,13.51%,5.79%,,,,3.23%,,8.95%,,,
23-May-17,24.57%,13.09%,26.37%,,13.57%,5.76%,,,,3.27%,,8.89%,,,
24-May-17,24.61%,13.11%,26.24%,,13.64%,5.76%,,,,3.32%,,8.86%,,,
25-May-17,24.66%,13.12%,26.12%,,13.72%,5.77%,,,,3.37%,,8.82%,,,
26-May-17,24.71%,13.13%,26.00%,,13.79%,5.77%,,,,3.41%,,8.78%,,,
27-May-17,24.76%,13.14%,25.87%,,13.87%,5.77%,,,,3.46%,,8.74%,,,
28-May-17,24.80%,13.15%,25.75%,,13.95%,5.78%,,,,3.51%,,8.71%,,,
29-May-17,24.85%,13.17%,25.62%,,14.03%,5.78%,,,,3.56%,,8.67%,,,
30-May-17,24.90%,13.18%,25.50%,,14.10%,5.79%,,,,3.61%,,8.63%,,,
31-May-17,24.95%,13.19%,25.37%,,14.18%,5.79%,,,,3.65%,,8.59%,,,
01-Jun-17,25.00%,13.20%,25.24%,,14.26%,5.80%,,,,3.70%,,8.56%,,,
02-Jun-17,24.99%,13.20%,25.21%,,14.25%,5.81%,,,,3.74%,,8.50%,,,
03-Jun-17,24.97%,13.21%,25.19%,,14.24%,5.82%,,,,3.77%,,8.44%,,,
04-Jun-17,24.96%,13.21%,25.16%,,14.23%,5.83%,,,,3.81%,,8.38%,,,
05-Jun-17,24.95%,13.21%,25.13%,,14.22%,5.84%,,,,3.85%,,8.32%,,,
06-Jun-17,24.96%,13.18%,25.13%,,14.18%,5.84%,,,,3.85%,,8.31%,,,
07-Jun-17,24.98%,13.14%,25.12%,,14.15%,5.83%,,,,3.84%,,8.30%,,,
08-Jun-17,24.99%,13.11%,25.12%,,14.11%,5.83%,,,,3.84%,,8.30%,,,
09-Jun-17,25.01%,13.07%,25.11%,,14.08%,5.83%,,,,3.83%,,8.29%,,,
10-Jun-17,25.03%,13.03%,25.11%,,14.04%,5.83%,,,,3.83%,,8.28%,,,
11-Jun-17,25.04%,13.00%,25.11%,,14.00%,5.83%,,,,3.82%,,8.27%,,,
12-Jun-17,25.06%,12.96%,25.11%,,13.97%,5.83%,,,,3.82%,,8.26%,,,
13-Jun-17,25.07%,12.92%,25.10%,,13.93%,5.83%,,,,3.81%,,8.26%,,,
14-Jun-17,25.09%,12.88%,25.10%,,13.89%,5.83%,,,,3.81%,,8.25%,,,
15-Jun-17,25.11%,12.84%,25.09%,,13.85%,5.83%,,,,3.80%,,8.24%,,,
16-Jun-17,25.13%,12.86%,25.09%,,13.82%,5.84%,,,,3.78%,,8.24%,,,
17-Jun-17,25.15%,12.88%,25.09%,,13.79%,5.85%,,,,3.77%,,8.23%,,,
18-Jun-17,25.17%,12.90%,25.09%,,13.76%,5.87%,,,,3.75%,,8.23%,,,
19-Jun-17,25.19%,12.93%,25.08%,,13.73%,5.88%,,,,3.73%,,8.23%,,,
20-Jun-17,25.21%,12.95%,25.08%,,13.70%,5.89%,,,,3.71%,,8.22%,,,
21-Jun-17,25.22%,13.01%,25.07%,,13.71%,5.90%,,,,3.70%,,8.22%,,,
22-Jun-17,25.22%,13.07%,25.05%,,13.72%,5.91%,,,,3.69%,,8.22%,,,
23-Jun-17,25.23%,13.14%,25.03%,,13.73%,5.92%,,,,3.69%,,8.22%,,,
24-Jun-17,25.24%,13.20%,25.02%,,13.74%,5.93%,,,,3.68%,,8.22%,,,
25-Jun-17,25.25%,13.26%,25.01%,,13.75%,5.95%,,,,3.67%,,8.22%,,,
26-Jun-17,25.26%,13.33%,24.99%,,13.77%,5.96%,,,,3.66%,,8.23%,,,
27-Jun-17,25.27%,13.39%,24.98%,,13.78%,5.97%,,,,3.65%,,8.23%,,,
28-Jun-17,25.28%,13.46%,24.97%,,13.79%,5.98%,,,,3.64%,,8.23%,,,
29-Jun-17,25.29%,13.52%,24.96%,,13.80%,5.99%,,,,3.63%,,8.23%,,,
30-Jun-17,25.30%,13.58%,24.95%,,13.81%,6.01%,,,,3.61%,,8.23%,,,
01-Jul-17,25.30%,13.59%,24.94%,,13.81%,6.01%,,,,3.61%,,8.23%,,,
02-Jul-17,25.31%,13.59%,24.93%,,13.81%,6.01%,,,,3.62%,,8.22%,,,
03-Jul-17,25.32%,13.60%,24.92%,,13.81%,6.01%,,,,3.62%,,8.22%,,,
04-Jul-17,25.33%,13.60%,24.91%,,13.82%,6.01%,,,,3.62%,,8.22%,,,
05-Jul-17,25.33%,13.60%,24.90%,,13.82%,6.01%,,,,3.61%,,8.21%,,,
06-Jul-17,25.34%,13.60%,24.90%,,13.82%,6.01%,,,,3.61%,,8.21%,,,
07-Jul-17,25.35%,13.61%,24.89%,,13.82%,6.01%,,,,3.61%,,8.21%,,,
08-Jul-17,25.36%,13.61%,24.88%,,13.82%,6.01%,,,,3.61%,,8.20%,,,
09-Jul-17,25.37%,13.61%,24.87%,,13.82%,6.01%,,,,3.61%,,8.20%,,,
10-Jul-17,25.38%,13.61%,24.87%,,13.82%,6.01%,,,,3.61%,,8.20%,,,
11-Jul-17,25.39%,13.61%,24.86%,,13.82%,6.01%,,,,3.61%,,8.19%,,,
12-Jul-17,25.40%,13.61%,24.85%,,13.83%,6.01%,,,,3.61%,,8.19%,,,
13-Jul-17,25.42%,13.62%,24.84%,,13.83%,6.01%,,,,3.61%,,8.18%,,,
14-Jul-17,25.43%,13.62%,24.83%,,13.83%,6.01%,,,,3.60%,,8.18%,,,
15-Jul-17,25.46%,13.67%,24.79%,,13.85%,6.02%,,,,3.64%,,8.16%,,,
16-Jul-17,25.49%,13.72%,24.74%,,13.87%,6.03%,,,,3.68%,,8.14%,,,
17-Jul-17,25.52%,13.77%,24.70%,,13.89%,6.03%,,,,3.71%,,8.12%,,,
18-Jul-17,25.55%,13.82%,24.65%,,13.92%,6.04%,,,,3.75%,,8.10%,,,
19-Jul-17,25.58%,13.87%,24.61%,,13.94%,6.05%,,,,3.79%,,8.08%,,,
20-Jul-17,25.62%,13.92%,24.56%,,13.96%,6.06%,,,,3.82%,,8.05%,,,
21-Jul-17,25.65%,13.97%,24.51%,,13.98%,6.06%,,,,3.86%,,8.03%,,,
22-Jul-17,25.68%,14.02%,24.47%,,14.00%,6.07%,,,,3.90%,,8.01%,,,
23-Jul-17,25.71%,14.08%,24.42%,,14.02%,6.08%,,,,3.94%,,7.99%,,,
24-Jul-17,25.74%,14.13%,24.38%,,14.05%,6.09%,,,,3.98%,,7.96%,,,
25-Jul-17,25.77%,14.18%,24.33%,,14.07%,6.10%,,,,4.02%,,7.94%,,,
26-Jul-17,25.80%,14.24%,24.29%,,14.09%,6.11%,,,,4.05%,,7.92%,,,
27-Jul-17,25.82%,14.29%,24.25%,,14.11%,6.12%,,,,4.09%,,7.89%,,,
28-Jul-17,25.85%,14.35%,24.21%,,14.13%,6.13%,,,,4.13%,,7.87%,,,
29-Jul-17,25.88%,14.41%,24.16%,,14.15%,6.14%,,,,4.17%,,7.85%,,,
30-Jul-17,25.88%,14.42%,24.16%,,14.15%,6.14%,,,,4.18%,,7.84%,,,
31-Jul-17,25.89%,14.43%,24.15%,,14.15%,6.15%,,,,4.18%,,7.83%,,,
01-Aug-17,25.89%,14.44%,24.15%,,14.15%,6.16%,,,,4.18%,,7.83%,,,
02-Aug-17,25.90%,14.45%,24.14%,,14.15%,6.16%,,,,4.19%,,7.82%,,,
03-Aug-17,25.90%,14.46%,24.14%,,14.15%,6.17%,,,,4.19%,,7.82%,,,
04-Aug-17,25.90%,14.47%,24.14%,,14.15%,6.17%,,,,4.19%,,7.81%,,,
05-Aug-17,25.91%,14.48%,24.13%,,14.15%,6.18%,,,,4.20%,,7.81%,,,
06-Aug-17,25.91%,14.49%,24.13%,,14.15%,6.18%,,,,4.20%,,7.81%,,,
07-Aug-17,25.91%,14.50%,24.13%,,14.16%,6.19%,,,,4.21%,,7.80%,,,
08-Aug-17,25.91%,14.51%,24.12%,,14.16%,6.19%,,,,4.21%,,7.80%,,,
09-Aug-17,25.92%,14.53%,24.12%,,14.16%,6.20%,,,,4.22%,,7.80%,,,
10-Aug-17,25.92%,14.54%,24.12%,,14.16%,6.21%,,,,4.22%,,7.80%,,,
11-Aug-17,25.92%,14.55%,24.11%,,14.16%,6.21%,,,,4.23%,,7.80%,,,
12-Aug-17,25.93%,14.57%,24.11%,,14.16%,6.22%,,,,4.24%,,7.79%,,,
13-Aug-17,25.93%,14.58%,24.11%,,14.16%,6.23%,,,,4.24%,,7.79%,,,
14-Aug-17,25.93%,14.60%,24.10%,,14.17%,6.23%,,,,4.25%,,7.79%,,,
15-Aug-17,25.94%,14.62%,24.10%,,14.17%,6.24%,,,,4.26%,,7.79%,,,
16-Aug-17,25.94%,14.64%,24.09%,,14.17%,6.25%,,,,4.27%,,7.78%,,,
17-Aug-17,25.99%,14.72%,24.05%,,14.18%,6.19%,,,,4.26%,,7.82%,,,
18-Aug-17,26.04%,14.81%,24.02%,,14.20%,6.13%,,,,4.25%,,7.87%,,,
19-Aug-17,26.09%,14.90%,23.98%,,14.21%,6.07%,,,,4.24%,,7.91%,,,
20-Aug-17,26.14%,14.98%,23.94%,,14.22%,6.00%,,,,4.23%,,7.95%,,,
21-Aug-17,26.19%,15.07%,23.90%,,14.23%,5.94%,,,,4.22%,,8.00%,,,
22-Aug-17,26.19%,15.10%,23.95%,,14.21%,5.87%,,,,4.20%,,8.00%,,,
23-Aug-17,26.20%,15.12%,24.00%,,14.18%,5.79%,,,,4.19%,,8.01%,,,
24-Aug-17,26.21%,15.15%,24.05%,,14.15%,5.72%,,,,4.18%,,8.01%,,,
25-Aug-17,26.21%,15.18%,24.10%,,14.12%,5.65%,,,,4.16%,,8.02%,,,
26-Aug-17,26.22%,15.20%,24.16%,,14.09%,5.57%,,,,4.15%,,8.02%,,,
27-Aug-17,26.23%,15.23%,24.21%,,14.06%,5.49%,,,,4.13%,,8.03%,,,
28-Aug-17,26.23%,15.25%,24.27%,,14.03%,5.41%,,,,4.12%,,8.04%,,,
29-Aug-17,26.24%,15.27%,24.32%,,14.01%,5.33%,,,,4.10%,,8.05%,,,
30-Aug-17,26.25%,15.30%,24.38%,,13.98%,5.25%,,,,4.09%,,8.05%,,,
31-Aug-17,26.25%,15.32%,24.43%,,13.95%,5.16%,,,,4.07%,,8.06%,,,
01-Sep-17,26.22%,15.27%,24.53%,,13.91%,5.15%,,,,4.07%,,8.03%,,,
02-Sep-17,26.18%,15.23%,24.62%,,13.87%,5.13%,,,,4.07%,,7.99%,,,
03-Sep-17,26.14%,15.18%,24.71%,,13.83%,5.12%,,,,4.07%,,7.95%,,,
04-Sep-17,26.10%,15.13%,24.80%,,13.79%,5.10%,,,,4.07%,,7.91%,,,
05-Sep-17,26.06%,15.08%,24.89%,,13.75%,5.09%,,,,4.07%,,7.87%,,,
06-Sep-17,26.06%,15.09%,24.90%,,13.75%,5.07%,,,,4.07%,,7.87%,,,
07-Sep-17,26.06%,15.10%,24.90%,,13.76%,5.06%,,,,4.07%,,7.88%,,,
08-Sep-17,26.07%,15.11%,24.90%,,13.76%,5.05%,,,,4.07%,,7.88%,,,
09-Sep-17,26.07%,15.12%,24.90%,,13.76%,5.04%,,,,4.07%,,7.88%,,,
10-Sep-17,26.07%,15.13%,24.90%,,13.77%,5.03%,,,,4.08%,,7.88%,,,
11-Sep-17,26.08%,15.14%,24.90%,,13.77%,5.02%,,,,4.08%,,7.88%,,,
12-Sep-17,26.08%,15.15%,24.91%,,13.78%,5.00%,,,,4.08%,,7.88%,,,
13-Sep-17,26.08%,15.16%,24.91%,,13.78%,4.99%,,,,4.09%,,7.87%,,,
14-Sep-17,26.07%,15.21%,24.86%,,13.90%,5.00%,,,,4.04%,,7.83%,,,
15-Sep-17,26.07%,15.25%,24.82%,,14.03%,5.01%,,,,3.99%,,7.79%,,,
16-Sep-17,26.06%,15.30%,24.77%,,14.15%,5.02%,,,,3.95%,,7.75%,,,
17-Sep-17,26.05%,15.34%,24.73%,,14.27%,5.03%,,,,3.90%,,7.70%,,,
18-Sep-17,26.03%,15.36%,24.73%,,14.35%,5.09%,,,,3.83%,,7.61%,,,
19-Sep-17,26.01%,15.37%,24.72%,,14.42%,5.14%,,,,3.76%,,7.52%,,,
20-Sep-17,25.98%,15.39%,24.72%,,14.49%,5.19%,,,,3.69%,,7.43%,,,
21-Sep-17,25.96%,15.40%,24.71%,,14.56%,5.24%,,,,3.62%,,7.34%,,,
22-Sep-17,25.94%,15.42%,24.71%,,14.64%,5.30%,,,,3.55%,,7.25%,,,
23-Sep-17,25.92%,15.43%,24.71%,,14.71%,5.35%,,,,3.48%,,7.16%,,,
24-Sep-17,25.89%,15.44%,24.70%,,14.78%,5.41%,,,,3.41%,,7.06%,,,
25-Sep-17,25.87%,15.46%,24.70%,,14.85%,5.46%,,,,3.33%,,6.97%,,,
26-Sep-17,25.85%,15.47%,24.70%,,14.93%,5.52%,,,,3.26%,,6.88%,,,
27-Sep-17,25.82%,15.48%,24.69%,,15.00%,5.58%,,,,3.18%,,6.78%,,,
28-Sep-17,25.80%,15.48%,24.69%,,15.07%,5.64%,,,,3.11%,,6.69%,,,
29-Sep-17,25.78%,15.46%,24.73%,,15.02%,5.68%,,,,3.08%,,6.63%,,,
30-Sep-17,25.77%,15.43%,24.77%,,14.97%,5.72%,,,,3.06%,,6.58%,,,
01-Oct-17,25.75%,15.40%,24.82%,,14.93%,5.76%,,,,3.03%,,6.53%,,,
02-Oct-17,25.74%,15.37%,24.86%,,14.88%,5.80%,,,,3.00%,,6.47%,,,
03-Oct-17,25.73%,15.37%,24.86%,,14.88%,5.80%,,,,3.00%,,6.46%,,,
04-Oct-17,25.73%,15.37%,24.87%,,14.88%,5.80%,,,,2.99%,,6.46%,,,
05-Oct-17,25.73%,15.37%,24.87%,,14.89%,5.80%,,,,2.98%,,6.45%,,,
06-Oct-17,25.73%,15.36%,24.88%,,14.89%,5.80%,,,,2.97%,,6.44%,,,
07-Oct-17,25.72%,15.36%,24.88%,,14.89%,5.80%,,,,2.97%,,6.43%,,,
08-Oct-17,25.72%,15.36%,24.88%,,14.89%,5.81%,,,,2.96%,,6.43%,,,
09-Oct-17,25.72%,15.36%,24.89%,,14.90%,5.81%,,,,2.95%,,6.42%,,,
10-Oct-17,25.70%,15.32%,24.96%,,14.82%,5.83%,,,,2.96%,,6.36%,,,
11-Oct-17,25.69%,15.28%,25.03%,,14.74%,5.85%,,,,2.97%,,6.30%,,,
12-Oct-17,25.67%,15.24%,25.10%,,14.67%,5.87%,,,,2.97%,,6.24%,,,
13-Oct-17,25.66%,15.20%,25.17%,,14.59%,5.89%,,,,2.98%,,6.17%,,,
14-Oct-17,25.65%,15.16%,25.25%,,14.51%,5.91%,,,,2.99%,,6.11%,,,
15-Oct-17,25.66%,15.13%,25.34%,,14.48%,5.95%,,,,3.00%,,6.02%,,,
16-Oct-17,25.67%,15.09%,25.43%,,14.44%,5.99%,,,,3.01%,,5.93%,,,
17-Oct-17,25.68%,15.05%,25.52%,,14.40%,6.03%,,,,3.01%,,5.84%,,,
18-Oct-17,25.69%,15.02%,25.61%,,14.36%,6.07%,,,,3.02%,,5.75%,,,
19-Oct-17,25.71%,14.98%,25.71%,,14.32%,6.10%,,,,3.03%,,5.66%,,,
20-Oct-17,25.72%,14.94%,25.80%,,14.29%,6.14%,,,,3.04%,,5.56%,,,
21-Oct-17,25.73%,14.90%,25.90%,,14.25%,6.18%,,,,3.04%,,5.47%,,,
22-Oct-17,25.75%,14.87%,25.99%,,14.21%,6.22%,,,,3.05%,,5.38%,,,
23-Oct-17,25.76%,14.83%,26.09%,,14.17%,6.26%,,,,3.06%,,5.28%,,,
24-Oct-17,25.77%,14.79%,26.19%,,14.13%,6.30%,,,,3.07%,,5.19%,,,
25-Oct-17,25.80%,14.79%,26.22%,,14.17%,6.32%,,,,3.06%,,5.14%,,,
26-Oct-17,25.82%,14.79%,26.25%,,14.21%,6.34%,,,,3.05%,,5.10%,,,
27-Oct-17,25.85%,14.79%,26.28%,,14.25%,6.37%,,,,3.04%,,5.06%,,,
28-Oct-17,25.87%,14.79%,26.31%,,14.29%,6.39%,,,,3.04%,,5.02%,,,
29-Oct-17,25.90%,14.79%,26.34%,,14.33%,6.41%,,,,3.03%,,4.98%,,,
30-Oct-17,25.90%,14.78%,26.35%,,14.32%,6.42%,,,,3.03%,,4.96%,,,
31-Oct-17,25.90%,14.78%,26.36%,,14.32%,6.42%,,,,3.02%,,4.95%,,,
01-Nov-17,25.90%,14.78%,26.37%,,14.32%,6.43%,,,,3.02%,,4.94%,,,
02-Nov-17,25.90%,14.77%,26.38%,,14.32%,6.44%,,,,3.01%,,4.92%,,,
03-Nov-17,25.90%,14.77%,26.39%,,14.32%,6.45%,,,,3.01%,,4.91%,,,
04-Nov-17,25.90%,14.76%,26.40%,,14.32%,6.45%,,,,3.01%,,4.89%,,,
05-Nov-17,25.90%,14.76%,26.41%,,14.32%,6.46%,,,,3.01%,,4.88%,,,
06-Nov-17,25.90%,14.76%,26.42%,,14.32%,6.47%,,,,3.00%,,4.87%,,,
07-Nov-17,25.90%,14.75%,26.43%,,14.32%,6.48%,,,,3.00%,,4.85%,,,
08-Nov-17,25.90%,14.75%,26.44%,,14.32%,6.49%,,,,3.00%,,4.84%,,,
09-Nov-17,25.96%,14.74%,26.44%,,14.34%,6.51%,,,,3.00%,,4.83%,,,
10-Nov-17,26.02%,14.73%,26.44%,,14.35%,6.52%,,,,3.00%,,4.82%,,,
11-Nov-17,26.08%,14.72%,26.44%,,14.37%,6.54%,,,,3.00%,,4.81%,,,
12-Nov-17,26.15%,14.71%,26.44%,,14.38%,6.56%,,,,3.00%,,4.81%,,,
13-Nov-17,26.21%,14.70%,26.43%,,14.40%,6.58%,,,,3.01%,,4.80%,,,
14-Nov-17,26.22%,14.67%,26.44%,,14.36%,6.62%,,,,3.01%,,4.78%,,,
15-Nov-17,26.22%,14.64%,26.45%,,14.32%,6.65%,,,,3.01%,,4.76%,,,
16-Nov-17,26.22%,14.61%,26.45%,,14.27%,6.69%,,,,3.01%,,4.75%,,,
17-Nov-17,26.23%,14.57%,26.46%,,14.23%,6.72%,,,,3.01%,,4.73%,,,
18-Nov-17,26.23%,14.54%,26.47%,,14.19%,6.76%,,,,3.01%,,4.71%,,,
19-Nov-17,26.24%,14.51%,26.47%,,14.15%,6.79%,,,,3.01%,,4.69%,,,
20-Nov-17,26.24%,14.48%,26.48%,,14.10%,6.83%,,,,3.01%,,4.68%,,,
21-Nov-17,26.24%,14.45%,26.49%,,14.06%,6.86%,,,,3.01%,,4.66%,,,
22-Nov-17,26.25%,14.41%,26.49%,,14.01%,6.90%,,,,3.01%,,4.64%,,,
23-Nov-17,26.25%,14.38%,26.50%,,13.97%,6.94%,,,,3.01%,,4.62%,,,
24-Nov-17,26.19%,14.35%,26.51%,,13.91%,6.97%,,,,3.01%,,4.60%,,,
25-Nov-17,26.13%,14.33%,26.53%,,13.85%,7.00%,,,,3.01%,,4.57%,,,
26-Nov-17,26.07%,14.30%,26.55%,,13.78%,7.03%,,,,3.01%,,4.55%,,,
27-Nov-17,26.02%,14.27%,26.56%,,13.72%,7.05%,,,,3.01%,,4.52%,,,
28-Nov-17,25.96%,14.24%,26.58%,,13.66%,7.08%,,,,3.00%,,4.50%,,,
29-Nov-17,25.96%,14.24%,26.59%,,13.65%,7.10%,,,,3.00%,,4.48%,,,
30-Nov-17,25.96%,14.23%,26.59%,,13.65%,7.11%,,,,3.00%,,4.47%,,,
01-Dec-17,25.96%,14.23%,26.60%,,13.64%,7.12%,,,,3.00%,,4.45%,,,
02-Dec-17,25.96%,14.22%,26.61%,,13.63%,7.13%,,,,3.00%,,4.44%,,,
03-Dec-17,25.97%,14.22%,26.61%,,13.62%,7.14%,,,,3.00%,,4.43%,,,
04-Dec-17,25.97%,14.21%,26.62%,,13.62%,7.15%,,,,3.00%,,4.42%,,,
05-Dec-17,25.94%,14.17%,26.66%,,13.57%,7.17%,,,,3.00%,,4.39%,,,
06-Dec-17,25.91%,14.13%,26.70%,,13.52%,7.19%,,,,3.00%,,4.36%,,,
07-Dec-17,25.89%,14.10%,26.74%,,13.48%,7.21%,,,,3.01%,,4.33%,,,
08-Dec-17,25.86%,14.06%,26.78%,,13.43%,7.23%,,,,3.01%,,4.31%,,,
09-Dec-17,25.83%,14.02%,26.82%,,13.38%,7.25%,,,,3.01%,,4.28%,,,
10-Dec-17,25.80%,13.98%,26.86%,,13.33%,7.27%,,,,3.01%,,4.25%,,,
11-Dec-17,25.77%,13.94%,26.91%,,13.28%,7.28%,,,,3.01%,,4.23%,,,
12-Dec-17,25.75%,13.90%,26.95%,,13.23%,7.30%,,,,3.02%,,4.20%,,,
13-Dec-17,25.72%,13.86%,26.99%,,13.18%,7.32%,,,,3.02%,,4.18%,,,
14-Dec-17,25.73%,13.88%,26.94%,,13.16%,7.34%,,,,3.04%,,4.19%,,,
15-Dec-17,25.75%,13.90%,26.89%,,13.15%,7.37%,,,,3.06%,,4.20%,,,
16-Dec-17,25.76%,13.92%,26.83%,,13.14%,7.40%,,,,3.08%,,4.21%,,,
17-Dec-17,25.78%,13.95%,26.78%,,13.13%,7.42%,,,,3.11%,,4.23%,,,
18-Dec-17,25.79%,13.97%,26.72%,,13.11%,7.45%,,,,3.13%,,4.24%,,,
19-Dec-17,25.81%,13.99%,26.66%,,13.10%,7.48%,,,,3.15%,,4.25%,,,
20-Dec-17,25.85%,14.05%,26.57%,,13.12%,7.50%,,,,3.17%,,4.28%,,,
21-Dec-17,25.90%,14.10%,26.48%,,13.15%,7.51%,,,,3.19%,,4.32%,,,
22-Dec-17,25.95%,14.16%,26.39%,,13.18%,7.53%,,,,3.22%,,4.35%,,,
23-Dec-17,26.00%,14.22%,26.29%,,13.20%,7.55%,,,,3.24%,,4.39%,,,
24-Dec-17,26.04%,14.27%,26.20%,,13.23%,7.56%,,,,3.26%,,4.42%,,,
25-Dec-17,26.09%,14.33%,26.10%,,13.26%,7.58%,,,,3.29%,,4.46%,,,
26-Dec-17,26.14%,14.39%,26.00%,,13.29%,7.60%,,,,3.31%,,4.49%,,,
27-Dec-17,26.19%,14.45%,25.90%,,13.32%,7.61%,,,,3.33%,,4.53%,,,
28-Dec-17,26.24%,14.52%,25.79%,,13.35%,7.63%,,,,3.36%,,4.57%,,,
29-Dec-17,26.24%,14.52%,25.79%,,13.34%,7.63%,,,,3.36%,,4.57%,,,
30-Dec-17,26.25%,14.52%,25.78%,,13.34%,7.64%,,,,3.37%,,4.57%,,,
31-Dec-17,26.25%,14.52%,25.77%,,13.33%,7.64%,,,,3.37%,,4.58%,,,
01-Jan-18,26.25%,14.52%,25.76%,,13.33%,7.65%,,,,3.38%,,4.58%,,,
02-Jan-18,26.26%,14.52%,25.75%,,13.33%,7.65%,,,,3.38%,,4.58%,,,
03-Jan-18,26.26%,14.52%,25.74%,,13.32%,7.66%,,,,3.38%,,4.59%,,,
04-Jan-18,26.26%,14.53%,25.73%,,13.32%,7.66%,,,,3.39%,,4.59%,,,
05-Jan-18,26.26%,14.53%,25.72%,,13.32%,7.67%,,,,3.39%,,4.59%,,,
06-Jan-18,26.27%,14.54%,25.70%,,13.32%,7.67%,,,,3.39%,,4.60%,,,
07-Jan-18,26.27%,14.54%,25.69%,,13.32%,7.67%,,,,3.39%,,4.61%,,,
08-Jan-18,26.27%,14.55%,25.67%,,13.33%,7.68%,,,,3.39%,,4.61%,,,
09-Jan-18,26.27%,14.55%,25.66%,,13.33%,7.68%,,,,3.39%,,4.62%,,,
10-Jan-18,26.27%,14.56%,25.64%,,13.33%,7.69%,,,,3.40%,,4.62%,,,
11-Jan-18,26.27%,14.56%,25.63%,,13.33%,7.69%,,,,3.40%,,4.63%,,,
12-Jan-18,26.27%,14.57%,25.61%,,13.33%,7.70%,,,,3.40%,,4.64%,,,
13-Jan-18,26.28%,14.57%,25.59%,,13.33%,7.70%,,,,3.40%,,4.64%,,,
14-Jan-18,26.28%,14.58%,25.57%,,13.33%,7.71%,,,,3.40%,,4.65%,,,
15-Jan-18,26.28%,14.59%,25.55%,,13.33%,7.71%,,,,3.40%,,4.66%,,,
16-Jan-18,26.28%,14.59%,25.53%,,13.33%,7.72%,,,,3.40%,,4.67%,,,
17-Jan-18,26.28%,14.60%,25.51%,,13.33%,7.73%,,,,3.40%,,4.68%,,,
18-Jan-18,26.28%,14.61%,25.49%,,13.33%,7.73%,,,,3.40%,,4.68%,,,
19-Jan-18,26.28%,14.61%,25.47%,,13.33%,7.74%,,,,3.41%,,4.69%,,,
20-Jan-18,26.29%,14.62%,25.44%,,13.33%,7.75%,,,,3.41%,,4.70%,,,
21-Jan-18,26.29%,14.63%,25.42%,,13.33%,7.75%,,,,3.41%,,4.71%,,,
22-Jan-18,26.29%,14.64%,25.40%,,13.33%,7.76%,,,,3.41%,,4.72%,,,
23-Jan-18,26.29%,14.64%,25.37%,,13.32%,7.77%,,,,3.42%,,4.73%,,,
24-Jan-18,26.29%,14.65%,25.35%,,13.32%,7.78%,,,,3.42%,,4.74%,,,
25-Jan-18,26.51%,14.76%,25.20%,,13.25%,7.69%,,,,3.45%,,4.76%,,,
26-Jan-18,26.74%,14.88%,25.04%,,13.18%,7.60%,,,,3.48%,,4.79%,,,
27-Jan-18,26.97%,14.99%,24.88%,,13.11%,7.51%,,,,3.52%,,4.81%,,,
28-Jan-18,27.20%,15.10%,24.73%,,13.04%,7.42%,,,,3.55%,,4.84%,,,
